year,state_abbr,state_name,state_fips,region,division,total_pop_15to64,female_pop_15to64,male_pop_15to64,total_prison_pop,female_prison_pop,male_prison_pop
1984,CO,Colorado,8,West,Mountain,2180528,1086388,1094140,3231,140,3091
1983,CO,Colorado,8,West,Mountain,2155389,1073047,1082342,3244,136,3108
1982,CO,Colorado,8,West,Mountain,2109722,1049278,1060444,3042,119,2923
1981,CO,Colorado,8,West,Mountain,2050068,1018004,1032064,2772,81,2691
1980,CO,Colorado,8,West,Mountain,2000898,994733,1006165,2629,69,2560
1979,CO,Colorado,8,West,Mountain,1952414,970291,982123,2668,81,2587
1978,CO,Colorado,8,West,Mountain,1882663,934870,947793,2486,67,2419
1977,CO,Colorado,8,West,Mountain,1820111,904040,916071,2317,,
1976,CO,Colorado,8,West,Mountain,1762360,875022,887338,2239,,
1975,CO,Colorado,8,West,Mountain,1712794,851926,860868,2039,,
1974,CO,Colorado,8,West,Mountain,1668181,830598,837583,1968,,
1973,CO,Colorado,8,West,Mountain,1621742,808412,813330,1894,,
1972,CO,Colorado,8,West,Mountain,1541851,770436,771415,1925,,
1971,CO,Colorado,8,West,Mountain,1456431,730567,725864,1957,,
1970,CO,Colorado,8,West,Mountain,1392245,701571,690674,2066,,
1969,CO,Colorado,8,West,Mountain,1328118,672598,655520,2107,,
1968,CO,Colorado,8,West,Mountain,,,,2338,,
1967,CO,Colorado,8,West,Mountain,,,,2514,,
1966,CO,Colorado,8,West,Mountain,,,,2540,,
1965,CO,Colorado,8,West,Mountain,,,,2766,,
1964,CO,Colorado,8,West,Mountain,,,,2666,,
1963,CO,Colorado,8,West,Mountain,,,,2594,,
1962,CO,Colorado,8,West,Mountain,,,,2356,,
1961,CO,Colorado,8,West,Mountain,,,,2149,,
1960,CO,Colorado,8,West,Mountain,,,,2078,,
1955,CO,Colorado,8,West,Mountain,,,,1800,,
1950,CO,Colorado,8,West,Mountain,,,,1490,,
2024,CT,Connecticut,9,Northeast,New England,2371482,1192265,1179217,10580,,
2023,CT,Connecticut,9,Northeast,New England,2371482,1192265,1179217,10229,,
2022,CT,Connecticut,9,Northeast,New England,2371482,1192265,1179217,6181,330,5851
2021,CT,Connecticut,9,Northeast,New England,2383747,1198393,1185354,5607,266,5341
2020,CT,Connecticut,9,Northeast,New England,2368669,1189885,1178784,6359,297,6062
2019,CT,Connecticut,9,Northeast,New England,2383868,1197713,1186155,8751,519,8232
2018,CT,Connecticut,9,Northeast,New England,2396616,1204820,1191796,9008,482,8526
2017,CT,Connecticut,9,Northeast,New England,2402786,1208286,1194500,9626,484,9142
2016,CT,Connecticut,9,Northeast,New England,2410144,1212665,1197479,10365,561,9804
2015,CT,Connecticut,9,Northeast,New England,2418238,1217549,1200689,11220,577,10643
2014,CT,Connecticut,9,Northeast,New England,2423516,1221223,1202293,11735,637,11098
2013,CT,Connecticut,9,Northeast,New England,2422914,1222308,1200606,12162,668,11494
2012,CT,Connecticut,9,Northeast,New England,2422497,1223557,1198940,11961,647,11314
2011,CT,Connecticut,9,Northeast,New England,2421717,1224528,1197189,12549,684,11865
2010,CT,Connecticut,9,Northeast,New England,2408865,1218842,1190023,13308,670,12638
2009,CT,Connecticut,9,Northeast,New England,2393572,1211471,1182101,13466,712,12754
2008,CT,Connecticut,9,Northeast,New England,2380783,1205053,1175730,14271,803,13468
2007,CT,Connecticut,9,Northeast,New England,2368739,1198994,1169745,14397,816,13581
2006,CT,Connecticut,9,Northeast,New England,2357921,1193733,1164188,13746,799,12947
2005,CT,Connecticut,9,Northeast,New England,2340815,1184247,1156568,13121,769,12352
2004,CT,Connecticut,9,Northeast,New England,2320339,1175462,1144877,13240,788,12452
2003,CT,Connecticut,9,Northeast,New England,2303572,1167617,1135955,13587,827,12760
2002,CT,Connecticut,9,Northeast,New England,2279083,1155087,1123996,14082,925,13157
2001,CT,Connecticut,9,Northeast,New England,2253061,1143046,1110015,13276,811,12465
2000,CT,Connecticut,9,Northeast,New England,2231978,1132713,1099265,13155,790,12365
1999,CT,Connecticut,9,Northeast,New England,2212790,1122888,1089902,13032,813,12219
1998,CT,Connecticut,9,Northeast,New England,2199185,1115585,1083600,12193,729,11464
1997,CT,Connecticut,9,Northeast,New England,2190883,1110412,1080471,11920,792,11128
1996,CT,Connecticut,9,Northeast,New England,2178720,1103801,1074919,11371,757,10614
1995,CT,Connecticut,9,Northeast,New England,2169723,1098972,1070751,10419,571,9848
1994,CT,Connecticut,9,Northeast,New England,2169877,1098582,1071295,10500,622,9878
1993,CT,Connecticut,9,Northeast,New England,2173810,1100157,1073653,10508,650,9858
1992,CT,Connecticut,9,Northeast,New England,2183129,1104427,1078702,8794,458,8336
1991,CT,Connecticut,9,Northeast,New England,2200993,1112720,1088273,8585,439,8146
1990,CT,Connecticut,9,Northeast,New England,2211098,1117349,1093749,7771,384,7387
1989,CT,Connecticut,9,Northeast,New England,2217454,1121796,1095658,6309,344,5965
1988,CT,Connecticut,9,Northeast,New England,2223617,1125930,1097687,4723,218,4505
1987,CT,Connecticut,9,Northeast,New England,2214160,1122477,1091683,4637,167,4470
1986,CT,Connecticut,9,Northeast,New England,2202374,1117499,1084875,4326,161,4165
1985,CT,Connecticut,9,Northeast,New England,2186512,1111436,1075076,4043,150,3893
1984,CT,Connecticut,9,Northeast,New England,2169720,1103797,1065923,3748,140,3608
1983,CT,Connecticut,9,Northeast,New England,2152293,1096108,1056185,3577,95,3482
1982,CT,Connecticut,9,Northeast,New England,2134305,1088494,1045811,3129,70,3059
1981,CT,Connecticut,9,Northeast,New England,2123151,1083927,1039224,3348,105,3243
1980,CT,Connecticut,9,Northeast,New England,2102663,1074717,1027946,2750,90,2660
1979,CT,Connecticut,9,Northeast,New England,2082743,1064531,1018212,2139,64,2075
1978,CT,Connecticut,9,Northeast,New England,2066834,1056379,1010455,1863,75,1788
1977,CT,Connecticut,9,Northeast,New England,2047601,1046709,1000892,2965,,
1976,CT,Connecticut,9,Northeast,New England,2030169,1037760,992409,1923,,
1975,CT,Connecticut,9,Northeast,New England,2011326,1028136,983190,1849,,
1974,CT,Connecticut,9,Northeast,New England,1989271,1016851,972420,1464,,
1973,CT,Connecticut,9,Northeast,New England,1967213,1005862,961351,1663,,
1972,CT,Connecticut,9,Northeast,New England,1949107,997098,952009,1818,,
1971,CT,Connecticut,9,Northeast,New England,1926025,987021,939004,1938,,
1970,CT,Connecticut,9,Northeast,New England,1897583,974094,923489,1568,,
1969,CT,Connecticut,9,Northeast,New England,1869141,961167,907974,1630,,
1968,CT,Connecticut,9,Northeast,New England,,,,1444,,
1967,CT,Connecticut,9,Northeast,New England,,,,1587,,
1966,CT,Connecticut,9,Northeast,New England,,,,1599,,
1965,CT,Connecticut,9,Northeast,New England,,,,1642,,
1964,CT,Connecticut,9,Northeast,New England,,,,1716,,
1963,CT,Connecticut,9,Northeast,New England,,,,1652,,
1962,CT,Connecticut,9,Northeast,New England,,,,1653,,
1961,CT,Connecticut,9,Northeast,New England,,,,1639,,
1960,CT,Connecticut,9,Northeast,New England,,,,1497,,
1955,CT,Connecticut,9,Northeast,New England,,,,1260,,
1950,CT,Connecticut,9,Northeast,New England,,,,1020,,
2024,DC,District of Columbia,11,South,South Atlantic,476574,247842,228732,,,
2023,DC,District of Columbia,11,South,South Atlantic,476574,247842,228732,2494,,
2022,DC,District of Columbia,11,South,South Atlantic,476574,247842,228732,2472,,
2021,DC,District of Columbia,11,South,South Atlantic,474774,245851,228923,2548,,
2020,DC,District of Columbia,11,South,South Atlantic,476356,245273,231083,3364,,
2019,DC,District of Columbia,11,South,South Atlantic,494752,255751,239001,4049,,
2018,DC,District of Columbia,11,South,South Atlantic,495622,255988,239634,4500,132,4344
2017,DC,District of Columbia,11,South,South Atlantic,494277,255783,238494,4729,161,4781
2016,DC,District of Columbia,11,South,South Atlantic,491262,254134,237128,4914,161,4882
2015,DC,District of Columbia,11,South,South Atlantic,486520,252285,234235,5079,175,5044
2014,DC,District of Columbia,11,South,South Atlantic,480431,248961,231470,5429,209,5397
2013,DC,District of Columbia,11,South,South Atlantic,475759,247057,228702,5697,221,5620
2012,DC,District of Columbia,11,South,South Atlantic,468261,243960,224301,5971,260,5758
2011,DC,District of Columbia,11,South,South Atlantic,460901,240352,220549,,262,5789
2010,DC,District of Columbia,11,South,South Atlantic,451548,236138,215410,,286,5766
2009,DC,District of Columbia,11,South,South Atlantic,439892,229471,210421,,262,6172
2008,DC,District of Columbia,11,South,South Atlantic,429094,224400,204694,,331,6517
2007,DC,District of Columbia,11,South,South Atlantic,422655,220720,201935,,356,6975
2006,DC,District of Columbia,11,South,South Atlantic,417342,218233,199109,,365,7250
2005,DC,District of Columbia,11,South,South Atlantic,410935,214825,196110,,366,7352
2004,DC,District of Columbia,11,South,South Atlantic,408041,213523,194518,,308,7130
2003,DC,District of Columbia,11,South,South Atlantic,406312,212482,193830,,,
2002,DC,District of Columbia,11,South,South Atlantic,408148,213050,195098,,,
2001,DC,District of Columbia,11,South,South Atlantic,407905,212602,195303,,,
2000,DC,District of Columbia,11,South,South Atlantic,404827,211005,193822,10352,356,9996
1999,DC,District of Columbia,11,South,South Atlantic,402022,209657,192365,8652,276,8376
1998,DC,District of Columbia,11,South,South Atlantic,397367,207306,190061,9829,359,9470
1997,DC,District of Columbia,11,South,South Atlantic,394089,205550,188539,9353,407,8946
1996,DC,District of Columbia,11,South,South Atlantic,396049,207221,188828,9376,461,8915
1995,DC,District of Columbia,11,South,South Atlantic,400562,209169,191393,9800,494,9306
1994,DC,District of Columbia,11,South,South Atlantic,409259,214088,195171,10949,687,10262
1993,DC,District of Columbia,11,South,South Atlantic,415841,217692,198149,10845,687,10158
1992,DC,District of Columbia,11,South,South Atlantic,419449,219137,200312,10875,720,10155
1991,DC,District of Columbia,11,South,South Atlantic,424419,222318,202101,10455,754,9701
1990,DC,District of Columbia,11,South,South Atlantic,433714,227706,206008,9947,606,9341
1989,DC,District of Columbia,11,South,South Atlantic,443780,233334,210446,9954,587,9367
1988,DC,District of Columbia,11,South,South Atlantic,450575,237158,213417,8831,372,8459
1987,DC,District of Columbia,11,South,South Atlantic,455967,240237,215730,7645,350,7295
1986,DC,District of Columbia,11,South,South Atlantic,457787,241706,216081,6618,249,6369
1985,DC,District of Columbia,11,South,South Atlantic,454821,240766,214055,6404,228,6176
1984,DC,District of Columbia,11,South,South Atlantic,454195,240744,213451,4521,206,4315
1983,DC,District of Columbia,11,South,South Atlantic,452586,240309,212277,4344,227,4117
1982,DC,District of Columbia,11,South,South Atlantic,452682,240078,212604,4081,179,3902
1981,DC,District of Columbia,11,South,South Atlantic,452368,240171,212197,3479,116,3363
1980,DC,District of Columbia,11,South,South Atlantic,450540,239589,210951,3145,70,3075
1979,DC,District of Columbia,11,South,South Atlantic,461609,245883,215726,2973,74,2899
1978,DC,District of Columbia,11,South,South Atlantic,469146,250055,219091,2864,80,2784
1977,DC,District of Columbia,11,South,South Atlantic,474286,252791,221495,2804,,
1976,DC,District of Columbia,11,South,South Atlantic,481984,256779,225205,2299,,
1975,DC,District of Columbia,11,South,South Atlantic,487907,260110,227797,2302,,
1974,DC,District of Columbia,11,South,South Atlantic,490982,261865,229117,2055,,
1973,DC,District of Columbia,11,South,South Atlantic,495502,264393,231109,2331,,
1972,DC,District of Columbia,11,South,South Atlantic,497946,265938,232008,2500,,
1971,DC,District of Columbia,11,South,South Atlantic,498042,266669,231373,2600,,
1970,DC,District of Columbia,11,South,South Atlantic,497832,267017,230815,1423,,
1969,DC,District of Columbia,11,South,South Atlantic,497622,267365,230257,1504,,
1968,DC,District of Columbia,11,South,South Atlantic,,,,1466,,
1967,DC,District of Columbia,11,South,South Atlantic,,,,1268,,
1966,DC,District of Columbia,11,South,South Atlantic,,,,1542,,
1965,DC,District of Columbia,11,South,South Atlantic,,,,1604,,
1964,DC,District of Columbia,11,South,South Atlantic,,,,1653,,
1963,DC,District of Columbia,11,South,South Atlantic,,,,1841,,
1962,DC,District of Columbia,11,South,South Atlantic,,,,1989,,
1961,DC,District of Columbia,11,South,South Atlantic,,,,2132,,
1960,DC,District of Columbia,11,South,South Atlantic,,,,1958,,
1955,DC,District of Columbia,11,South,South Atlantic,,,,1943,,
1950,DC,District of Columbia,11,South,South Atlantic,,,,1478,,
2024,DE,Delaware,10,South,South Atlantic,635477,323848,311629,4940,,
2023,DE,Delaware,10,South,South Atlantic,635477,323848,311629,4946,,
2022,DE,Delaware,10,South,South Atlantic,635477,323848,311629,2788,83,2705
2021,DE,Delaware,10,South,South Atlantic,632129,321525,310604,2792,76,2716
2020,DE,Delaware,10,South,South Atlantic,626888,318690,308198,3118,94,3024
2019,DE,Delaware,10,South,South Atlantic,624163,317118,307045,3735,167,3568
2018,DE,Delaware,10,South,South Atlantic,621543,315961,305582,3985,189,3796
2017,DE,Delaware,10,South,South Atlantic,619484,315249,304235,4066,184,3882
2016,DE,Delaware,10,South,South Atlantic,617936,314952,302984,4090,201,3889
2015,DE,Delaware,10,South,South Atlantic,616293,314420,301873,4188,225,3963
2014,DE,Delaware,10,South,South Atlantic,612883,313096,299787,4141,214,3927
2013,DE,Delaware,10,South,South Atlantic,609550,311733,297817,4112,233,3879
2012,DE,Delaware,10,South,South Atlantic,606603,310387,296216,4129,216,3913
2011,DE,Delaware,10,South,South Atlantic,605299,310041,295258,4003,188,3815
2010,DE,Delaware,10,South,South Atlantic,600514,307711,292803,3961,192,3769
2009,DE,Delaware,10,South,South Atlantic,595765,305360,290405,3971,190,3781
2008,DE,Delaware,10,South,South Atlantic,591616,302907,288709,4067,205,3862
2007,DE,Delaware,10,South,South Atlantic,584973,299544,285429,4201,212,3989
2006,DE,Delaware,10,South,South Atlantic,576859,295413,281446,4195,229,3966
2005,DE,Delaware,10,South,South Atlantic,567072,290260,276812,3972,190,3782
2004,DE,Delaware,10,South,South Atlantic,556160,284151,272009,4087,215,3872
2003,DE,Delaware,10,South,South Atlantic,546581,279196,267385,4122,223,3899
2002,DE,Delaware,10,South,South Atlantic,537336,274305,263031,3659,224,3435
2001,DE,Delaware,10,South,South Atlantic,529089,270090,258999,4033,255,3778
2000,DE,Delaware,10,South,South Atlantic,521457,265958,255499,3937,245,3692
1999,DE,Delaware,10,South,South Atlantic,513509,261905,251604,3730,216,3514
1998,DE,Delaware,10,South,South Atlantic,505761,257994,247767,3211,195,3016
1997,DE,Delaware,10,South,South Atlantic,498348,254021,244327,3264,159,3105
1996,DE,Delaware,10,South,South Atlantic,491278,250223,241055,3119,164,2955
1995,DE,Delaware,10,South,South Atlantic,483746,246130,237616,3014,164,2850
1994,DE,Delaware,10,South,South Atlantic,473850,240993,232857,2844,137,2707
1993,DE,Delaware,10,South,South Atlantic,467607,237963,229644,2781,124,2657
1992,DE,Delaware,10,South,South Atlantic,460849,234451,226398,2705,133,2572
1991,DE,Delaware,10,South,South Atlantic,454820,231526,223294,2473,128,2345
1990,DE,Delaware,10,South,South Atlantic,447657,227990,219667,2241,99,2142
1989,DE,Delaware,10,South,South Atlantic,442429,225436,216993,2284,91,2193
1988,DE,Delaware,10,South,South Atlantic,436920,222844,214076,2207,95,2112
1987,DE,Delaware,10,South,South Atlantic,430813,219838,210975,2159,99,2060
1986,DE,Delaware,10,South,South Atlantic,424530,216876,207654,1956,93,1863
1985,DE,Delaware,10,South,South Atlantic,418147,213831,204316,1759,72,1687
1984,DE,Delaware,10,South,South Atlantic,414173,211980,202193,1546,58,1488
1983,DE,Delaware,10,South,South Atlantic,410211,210158,200053,1579,55,1524
1982,DE,Delaware,10,South,South Atlantic,406831,208664,198167,1513,58,1455
1981,DE,Delaware,10,South,South Atlantic,405652,208237,197415,1248,47,1201
1980,DE,Delaware,10,South,South Atlantic,403783,207409,196374,1087,33,1054
1979,DE,Delaware,10,South,South Atlantic,404924,207971,196953,1088,38,1050
1978,DE,Delaware,10,South,South Atlantic,402070,206425,195645,1005,48,957
1977,DE,Delaware,10,South,South Atlantic,396724,203671,193053,1021,,
1976,DE,Delaware,10,South,South Atlantic,392391,201013,191378,684,,
1975,DE,Delaware,10,South,South Atlantic,385919,197572,188347,582,,
1974,DE,Delaware,10,South,South Atlantic,378482,193719,184763,436,,
1973,DE,Delaware,10,South,South Atlantic,371775,190303,181472,325,,
1972,DE,Delaware,10,South,South Atlantic,363943,186310,177633,279,,
1971,DE,Delaware,10,South,South Atlantic,354072,181443,172629,186,,
1970,DE,Delaware,10,South,South Atlantic,341889,175325,166564,596,,
1969,DE,Delaware,10,South,South Atlantic,329706,169207,160499,555,,
1968,DE,Delaware,10,South,South Atlantic,,,,431.5,,
1967,DE,Delaware,10,South,South Atlantic,,,,308,,
1966,DE,Delaware,10,South,South Atlantic,,,,270,,
1965,DE,Delaware,10,South,South Atlantic,,,,315,,
1964,DE,Delaware,10,South,South Atlantic,,,,281,,
1963,DE,Delaware,10,South,South Atlantic,,,,208,,
1962,DE,Delaware,10,South,South Atlantic,,,,206,,
1961,DE,Delaware,10,South,South Atlantic,,,,240,,
1960,DE,Delaware,10,South,South Atlantic,,,,226,,
1955,DE,Delaware,10,South,South Atlantic,,,,172,,
1950,DE,Delaware,10,South,South Atlantic,,,,158,,
2024,FED,Federal,99,Federal system,Federal system,,,,156007,,
2023,FED,Federal,99,Federal system,Federal system,,,,158345,,
2022,FED,Federal,99,Federal system,Federal system,,,,159309,11127,148182
2021,FED,Federal,99,Federal system,Federal system,,,,157314,10949,146365
2020,FED,Federal,99,Federal system,Federal system,,,,152156,10192,141964
2019,FED,Federal,99,Federal system,Federal system,,,,175116,12329,162787
2018,FED,Federal,99,Federal system,Federal system,,,,179898,12526,167372
2017,FED,Federal,99,Federal system,Federal system,,,,183058,12533,170525
2016,FED,Federal,99,Federal system,Federal system,,,,189192,12697,176495
2015,FED,Federal,99,Federal system,Federal system,,,,196455,12953,183502
2014,FED,Federal,99,Federal system,Federal system,,,,210567,13999,196568
2013,FED,Federal,99,Federal system,Federal system,,,,215866,14169,201697
2012,FED,Federal,99,Federal system,Federal system,,,,217815,14049,203766
2011,FED,Federal,99,Federal system,Federal system,,,,216362,13900,202462
2010,FED,Federal,99,Federal system,Federal system,,,,209771,13549,196222
2009,FED,Federal,99,Federal system,Federal system,,,,208118,13625,194493
